Tag ID;Name;Cantidad
a11567656350050000000000;tag1;1
ad89180010d351943a00001f;tag1;1
123456780000000000000000;tag2;1
ad89180010d349933a00001e;tag2;1
300833b2ddd906c000000000;tag1;1
ad89180010d6318f38000075;tag1;1
ad89180010d64b9039000077;tag3;1
ad89180010d6298b35000074;tag2;1
ad89180010d6498d38000078;tag1;1
